,date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
5042,2023-07-24 19:32:18+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,18
5044,2023-07-24 19:49:19+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,19
5043,2023-07-24 19:55:58+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,21
5041,2023-07-24 19:52:32+00:00,27.1,57,17.9,29.0,,0.0,974.9,22,19
5035,2023-07-24 20:14:33+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,22
5039,2023-07-24 20:04:01+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,21
5038,2023-07-24 20:24:03+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,21
5037,2023-07-24 20:27:47+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,20
5036,2023-07-24 20:12:50+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,21
5040,2023-07-24 19:36:50+00:00,27.1,57,17.9,29.0,0.0,0.0,974.9,22,17
5046,2023-07-24 20:33:02+00:00,24.1,75,19.4,27.3,23.0,0.0,974.5,22,20
5047,2023-07-24 20:43:08+00:00,24.1,75,19.4,27.3,23.0,0.0,974.5,22,20
5048,2023-07-24 20:53:13+00:00,24.1,75,19.4,27.3,23.0,0.0,974.5,22,20
5049,2023-07-24 21:03:19+00:00,24.1,75,19.4,27.3,23.0,0.0,974.5,22,20
5050,2023-07-24 21:13:24+00:00,24.1,75,19.4,27.3,23.0,0.0,974.5,22,20
5051,2023-07-24 21:19:14+00:00,24.1,75,19.4,27.3,23.0,0.0,974.5,22,22
5052,2023-07-24 21:23:28+00:00,,75,19.4,27.3,23.0,0.0,974.5,22,22
5058,2023-07-24 21:33:34+00:00,23.2,74,18.3,25.9,45.0,0.0,974.5,22,22
5057,2023-07-24 22:13:55+00:00,,74,18.3,25.9,45.0,,974.5,22,22
5056,2023-07-24 21:53:44+00:00,23.2,74,18.3,25.9,45.0,0.0,974.5,22,22
5054,2023-07-24 22:24:00+00:00,23.2,74,18.3,25.9,45.0,0.0,974.5,22,22
5053,2023-07-24 22:03:50+00:00,23.2,74,18.3,25.9,45.0,0.0,974.5,22,22
5055,2023-07-24 21:43:39+00:00,23.2,74,18.3,25.9,45.0,0.0,974.5,22,22
5063,2023-07-24 23:14:28+00:00,22.0,79,18.2,22.4,68.0,0.7,976.3,22,22
5062,2023-07-24 23:04:22+00:00,22.0,79,18.2,22.4,68.0,0.7,976.3,22,22
5064,2023-07-24 23:24:33+00:00,22.0,79,18.2,22.4,68.0,0.7,976.3,22,22
5060,2023-07-24 22:44:11+00:00,22.0,79,18.2,22.4,68.0,0.7,976.3,22,22
5059,2023-07-24 22:34:06+00:00,22.0,79,18.2,22.4,68.0,0.7,976.3,22,22
5061,2023-07-24 22:54:17+00:00,22.0,79,18.2,22.4,68.0,0.7,976.3,22,22
5065,2023-07-24 23:34:39+00:00,20.9,79,17.1,21.7,66.0,0.9,975.8,22,22
5066,2023-07-24 23:44:44+00:00,20.9,79,17.1,21.7,66.0,0.9,975.8,22,22
5067,2023-07-24 23:54:50+00:00,,79,17.1,21.7,66.0,0.9,975.8,22,22
5068,2023-07-25 00:04:55+00:00,20.9,79,17.1,21.7,66.0,0.9,975.8,22,22
5069,2023-07-25 00:15:00+00:00,20.9,79,17.1,21.7,66.0,0.9,975.8,22,22
5070,2023-07-25 00:25:06+00:00,20.9,79,17.1,21.7,66.0,0.9,975.8,22,22
5075,2023-07-25 00:35:11+00:00,20.6,85,18.0,22.9,63.0,3.9,975.2,22,22
5074,2023-07-25 00:55:22+00:00,20.6,85,18.0,22.9,63.0,3.9,975.2,22,22
5071,2023-07-25 01:15:33+00:00,,85,18.0,22.9,63.0,3.9,975.2,22,22
5072,2023-07-25 01:05:27+00:00,20.6,85,18.0,22.9,63.0,3.9,975.2,22,22
5073,2023-07-25 00:45:17+00:00,20.6,85,18.0,22.9,63.0,3.9,975.2,22,22
5076,2023-07-25 01:31:35+00:00,18.7,89,16.8,19.7,61.0,0.2,974.9,22,22
5077,2023-07-25 01:40:38+00:00,18.7,89,16.8,19.7,61.0,,974.9,22,22
5078,2023-07-25 01:50:43+00:00,18.7,89,16.8,19.7,61.0,0.2,974.9,22,22
5079,2023-07-25 02:00:48+00:00,18.7,89,16.8,19.7,61.0,0.2,974.9,22,22
5080,2023-07-25 02:10:53+00:00,18.7,89,16.8,19.7,61.0,0.2,974.9,22,22
5081,2023-07-25 02:20:58+00:00,18.7,89,16.8,19.7,61.0,0.2,974.9,22,22
5087,2023-07-25 02:31:03+00:00,18.5,91,17.0,20.6,74.0,,974.0,22,22
5086,2023-07-25 03:21:28+00:00,18.5,91,17.0,20.6,74.0,0.4,974.0,22,22
5085,2023-07-25 03:11:23+00:00,18.5,91,17.0,20.6,74.0,0.4,974.0,22,22
5082,2023-07-25 02:41:08+00:00,18.5,91,17.0,20.6,74.0,0.4,974.0,22,22
5083,2023-07-25 02:51:13+00:00,18.5,91,17.0,20.6,74.0,0.4,974.0,22,22
5084,2023-07-25 03:01:18+00:00,18.5,91,17.0,20.6,74.0,0.4,974.0,22,22
5092,2023-07-25 03:31:33+00:00,17.5,96,16.9,19.4,87.0,0.0,973.6,22,22
5093,2023-07-25 04:01:49+00:00,17.5,96,16.9,19.4,87.0,0.0,973.6,22,21
5091,2023-07-25 03:41:38+00:00,17.5,96,16.9,19.4,87.0,,973.6,22,22
5088,2023-07-25 04:11:55+00:00,17.5,96,16.9,19.4,87.0,,973.6,22,21
5089,2023-07-25 04:22:00+00:00,,96,16.9,19.4,87.0,0.0,973.6,22,21
5090,2023-07-25 03:51:44+00:00,17.5,96,16.9,19.4,,,973.6,22,21
5101,2023-07-25 05:19:14+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,19
5094,2023-07-25 04:33:42+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,20
5095,2023-07-25 04:37:31+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,19
5096,2023-07-25 04:42:54+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,19
5097,2023-07-25 04:52:44+00:00,,98,16.8,18.9,100.0,0.0,973.9,22,19
5098,2023-07-25 04:59:00+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,20
5099,2023-07-25 05:02:50+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,20
5100,2023-07-25 05:12:57+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,19
5102,2023-07-25 05:23:04+00:00,17.1,98,16.8,18.9,100.0,0.0,973.9,22,20
5109,2023-07-25 05:33:09+00:00,16.9,100,16.9,18.8,100.0,0.0,972.8,22,20
5110,2023-07-25 05:45:17+00:00,16.9,100,16.9,18.8,100.0,0.0,972.8,22,21
5107,2023-07-25 05:43:18+00:00,16.9,100,16.9,18.8,,0.0,972.8,22,22
5108,2023-07-25 05:37:43+00:00,16.9,100,16.9,18.8,100.0,0.0,972.8,22,21
5105,2023-07-25 05:53:24+00:00,16.9,100,16.9,18.8,,0.0,972.8,22,21
5106,2023-07-25 06:23:41+00:00,16.9,100,16.9,18.8,100.0,0.0,972.8,22,21
5104,2023-07-25 06:13:36+00:00,16.9,100,16.9,18.8,,0.0,972.8,22,21
5103,2023-07-25 06:03:30+00:00,16.9,100,16.9,18.8,,0.0,972.8,22,21
5115,2023-07-25 07:14:11+00:00,17.9,96,17.2,20.2,100.0,0.0,973.2,22,20
5114,2023-07-25 07:04:04+00:00,17.9,96,17.2,20.2,100.0,0.0,973.2,22,20
5116,2023-07-25 07:24:15+00:00,17.9,96,17.2,20.2,,0.0,973.2,22,20
5112,2023-07-25 06:43:53+00:00,17.9,96,17.2,20.2,100.0,,973.2,22,21
5111,2023-07-25 06:33:47+00:00,17.9,96,17.2,20.2,100.0,0.0,973.2,22,21
5113,2023-07-25 06:53:58+00:00,17.9,96,17.2,20.2,100.0,,973.2,22,20
5117,2023-07-25 08:27:58+00:00,18.6,94,17.6,20.7,100.0,0.0,971.2,22,20
5118,2023-07-25 08:17:52+00:00,18.6,94,17.6,20.7,100.0,0.0,971.2,22,20
5119,2023-07-25 07:34:20+00:00,18.6,94,17.6,20.7,100.0,0.0,971.2,22,20
5120,2023-07-25 07:54:33+00:00,18.6,94,17.6,20.7,100.0,,971.2,22,20
5121,2023-07-25 07:44:26+00:00,18.6,94,17.6,20.7,100.0,0.0,971.2,22,20
5122,2023-07-25 08:04:37+00:00,18.6,94,17.6,20.7,100.0,0.0,971.2,22,20
5129,2023-07-25 08:48:09+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,20
5131,2023-07-25 09:02:17+00:00,,90,16.8,20.3,100.0,12.4,972.2,22,21
5130,2023-07-25 08:38:03+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,20
5128,2023-07-25 08:50:35+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,21
5125,2023-07-25 09:18:30+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,18
5126,2023-07-25 09:08:23+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,21
5124,2023-07-25 09:28:36+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,18
5123,2023-07-25 09:11:14+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,18
5127,2023-07-25 08:58:16+00:00,18.5,90,16.8,20.3,100.0,12.4,972.2,22,21
5140,2023-07-25 10:29:11+00:00,18.0,93,16.9,19.1,100.0,14.3,972.7,22,16
5139,2023-07-25 10:19:05+00:00,18.0,93,16.9,19.1,100.0,14.3,972.7,22,16
5138,2023-07-25 10:12:36+00:00,18.0,93,16.9,19.1,100.0,14.3,972.7,22,16
5137,2023-07-25 10:08:59+00:00,18.0,93,16.9,19.1,100.0,,972.7,22,17
5136,2023-07-25 09:58:53+00:00,18.0,93,16.9,19.1,100.0,14.3,972.7,22,17
5134,2023-07-25 09:48:48+00:00,18.0,93,16.9,19.1,100.0,14.3,972.7,22,19
5133,2023-07-25 09:43:41+00:00,18.0,93,16.9,19.1,,14.3,972.7,22,19
5132,2023-07-25 09:38:41+00:00,18.0,93,16.9,19.1,,14.3,972.7,22,18
5135,2023-07-25 09:51:32+00:00,18.0,93,16.9,19.1,100.0,14.3,972.7,22,18
5146,2023-07-25 10:59:29+00:00,19.6,86,17.2,21.2,100.0,0.0,972.4,22,17
5148,2023-07-25 11:08:07+00:00,19.6,86,17.2,21.2,100.0,0.0,972.4,22,20
5147,2023-07-25 10:49:24+00:00,19.6,86,17.2,21.2,100.0,0.0,972.4,22,17
5145,2023-07-25 10:39:18+00:00,19.6,86,17.2,21.2,100.0,,972.4,22,17
5141,2023-07-25 11:19:45+00:00,19.6,86,17.2,21.2,,0.0,972.4,22,21
5143,2023-07-25 11:09:38+00:00,19.6,86,17.2,21.2,100.0,0.0,972.4,22,20
5142,2023-07-25 11:29:51+00:00,19.6,86,17.2,21.2,100.0,0.0,972.4,22,21
5144,2023-07-25 11:17:27+00:00,19.6,86,17.2,21.2,100.0,0.0,972.4,22,21
5149,2023-07-25 11:43:19+00:00,19.0,93,17.8,21.4,97.0,0.3,973.4,22,22
5150,2023-07-25 11:50:03+00:00,19.0,93,17.8,21.4,97.0,0.3,973.4,22,22
5151,2023-07-25 12:00:09+00:00,19.0,93,17.8,21.4,97.0,0.3,973.4,22,22
5152,2023-07-25 12:10:14+00:00,19.0,93,17.8,21.4,97.0,0.3,973.4,22,22
5153,2023-07-25 12:20:19+00:00,19.0,93,17.8,21.4,97.0,0.3,973.4,22,22
5162,2023-07-25 12:58:34+00:00,,91,18.2,21.9,93.0,7.3,971.5,22,15
5161,2023-07-25 12:30:25+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,22
5159,2023-07-25 12:53:32+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,17
5158,2023-07-25 12:48:33+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,20
5160,2023-07-25 12:40:31+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,22
5156,2023-07-25 13:07:06+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,16
5155,2023-07-25 13:10:59+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,16
5154,2023-07-25 13:21:05+00:00,19.8,91,18.2,21.9,93.0,7.3,971.5,22,16
5157,2023-07-25 13:04:15+00:00,19.8,91,18.2,21.9,,7.3,971.5,22,14
5172,2023-07-25 13:31:10+00:00,,90,17.1,20.4,90.0,,974.4,22,16
5171,2023-07-25 14:03:04+00:00,18.8,90,17.1,20.4,90.0,0.1,974.4,22,19
5170,2023-07-25 13:39:08+00:00,18.8,90,17.1,20.4,90.0,0.1,974.4,22,13
5169,2023-07-25 13:51:27+00:00,18.8,90,17.1,20.4,90.0,0.1,974.4,22,14
5168,2023-07-25 13:55:52+00:00,18.8,90,17.1,20.4,90.0,0.1,974.4,22,15
5167,2023-07-25 13:43:42+00:00,18.8,90,17.1,20.4,90.0,,974.4,22,14
5165,2023-07-25 14:18:30+00:00,18.8,90,17.1,20.4,,0.1,974.4,22,19
5164,2023-07-25 14:24:10+00:00,18.8,90,17.1,20.4,,0.1,974.4,22,21
5163,2023-07-25 14:11:45+00:00,18.8,90,17.1,20.4,90.0,0.1,974.4,22,18
5166,2023-07-25 14:04:37+00:00,18.8,90,17.1,20.4,90.0,0.1,974.4,22,18
5180,2023-07-25 15:22:30+00:00,19.8,87,17.5,22.1,88.0,10.8,972.3,22,19
5179,2023-07-25 15:17:34+00:00,19.8,87,17.5,22.1,88.0,,972.3,22,19
5177,2023-07-25 15:02:17+00:00,19.8,87,17.5,22.1,88.0,10.8,972.3,22,22
5178,2023-07-25 15:12:23+00:00,19.8,87,17.5,22.1,88.0,10.8,972.3,22,21
5175,2023-07-25 14:43:46+00:00,19.8,87,17.5,22.1,88.0,,972.3,22,22
5173,2023-07-25 15:26:48+00:00,19.8,87,17.5,22.1,88.0,10.8,972.3,22,20
5176,2023-07-25 14:52:12+00:00,19.8,87,17.5,22.1,88.0,10.8,972.3,22,22
5174,2023-07-25 14:32:00+00:00,19.8,87,17.5,22.1,88.0,,972.3,22,21
5181,2023-07-25 16:23:06+00:00,21.8,79,18.0,24.3,86.0,0.0,972.4,22,21
5182,2023-07-25 16:26:56+00:00,21.8,79,18.0,24.3,86.0,0.0,972.4,22,19
5183,2023-07-25 16:13:01+00:00,21.8,79,18.0,24.3,86.0,0.0,972.4,22,22
5184,2023-07-25 15:32:38+00:00,21.8,79,18.0,24.3,86.0,,972.4,22,21
5185,2023-07-25 15:58:19+00:00,21.8,79,18.0,24.3,86.0,0.0,972.4,22,21
5186,2023-07-25 15:42:44+00:00,,79,18.0,24.3,86.0,0.0,972.4,22,22
5187,2023-07-25 16:03:02+00:00,,79,18.0,24.3,86.0,0.0,972.4,22,22
5188,2023-07-25 15:52:49+00:00,21.8,79,18.0,24.3,86.0,,972.4,22,22
5196,2023-07-25 17:24:09+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,17
5198,2023-07-25 17:04:58+00:00,22.6,76,18.2,24.8,84.0,,971.7,22,16
5197,2023-07-25 17:28:59+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,16
5195,2023-07-25 17:16:25+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,14
5194,2023-07-25 17:13:41+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,15
5192,2023-07-25 16:53:29+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,18
5191,2023-07-25 16:43:23+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,18
5190,2023-07-25 16:36:55+00:00,22.6,76,18.2,24.8,84.0,,971.7,22,22
5189,2023-07-25 16:33:13+00:00,22.6,76,18.2,24.8,,0.0,971.7,22,20
5193,2023-07-25 17:03:59+00:00,22.6,76,18.2,24.8,84.0,0.0,971.7,22,15
5203,2023-07-25 18:02:36+00:00,22.7,74,17.8,24.8,70.0,,971.2,22,15
5199,2023-07-25 18:13:26+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,17
5200,2023-07-25 18:24:44+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,21
5201,2023-07-25 18:21:16+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,19
5202,2023-07-25 18:14:33+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,17
5204,2023-07-25 17:54:15+00:00,22.7,74,17.8,24.8,,0.0,971.2,22,15
5205,2023-07-25 17:47:26+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,15
5206,2023-07-25 17:44:09+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,16
5207,2023-07-25 17:33:59+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,16
5208,2023-07-25 18:09:03+00:00,22.7,74,17.8,24.8,70.0,0.0,971.2,22,15
5215,2023-07-25 18:36:28+00:00,,79,18.0,23.6,56.0,0.0,970.6,22,19
5214,2023-07-25 18:40:39+00:00,,79,18.0,23.6,56.0,0.0,970.6,22,22
5216,2023-07-25 18:34:10+00:00,21.8,79,18.0,23.6,56.0,0.0,970.6,22,22
5217,2023-07-25 18:46:55+00:00,21.8,79,18.0,23.6,56.0,0.0,970.6,22,20
5213,2023-07-25 18:53:08+00:00,21.8,79,18.0,23.6,56.0,0.0,970.6,22,22
5211,2023-07-25 19:05:12+00:00,21.8,79,18.0,23.6,56.0,0.0,970.6,22,21
5209,2023-07-25 19:25:28+00:00,21.8,79,18.0,23.6,56.0,0.0,970.6,22,17
5212,2023-07-25 18:55:07+00:00,21.8,79,18.0,23.6,,0.0,970.6,22,21
5210,2023-07-25 19:19:14+00:00,21.8,79,18.0,23.6,56.0,0.0,970.6,22,18
5218,2023-07-25 20:26:03+00:00,21.0,84,18.2,23.8,42.0,,971.4,22,17
5219,2023-07-25 20:17:45+00:00,21.0,84,18.2,23.8,42.0,0.0,971.4,22,17
5220,2023-07-25 20:13:48+00:00,21.0,84,18.2,23.8,42.0,0.0,971.4,22,18
5221,2023-07-25 19:55:44+00:00,21.0,84,18.2,23.8,42.0,0.0,971.4,22,17
5222,2023-07-25 19:45:39+00:00,21.0,84,18.2,23.8,42.0,,971.4,22,17
5224,2023-07-25 20:05:50+00:00,21.0,84,18.2,23.8,42.0,,971.4,22,17
5223,2023-07-25 19:35:33+00:00,21.0,84,18.2,23.8,42.0,0.0,971.4,22,17
5225,2023-07-25 20:39:46+00:00,20.4,83,17.4,22.6,61.0,0.0,972.1,22,16
5226,2023-07-25 20:49:42+00:00,20.4,83,17.4,22.6,61.0,0.0,972.1,22,14
5227,2023-07-25 20:59:47+00:00,20.4,83,17.4,22.6,61.0,0.0,972.1,22,14
5228,2023-07-25 21:09:52+00:00,20.4,83,17.4,22.6,61.0,0.0,972.1,22,14
5229,2023-07-25 21:19:57+00:00,20.4,83,17.4,22.6,61.0,0.0,972.1,22,14
5236,2023-07-25 21:54:30+00:00,19.2,78,15.3,19.6,81.0,,972.7,22,13
5234,2023-07-25 21:50:13+00:00,19.2,78,15.3,19.6,81.0,0.3,972.7,22,14
5235,2023-07-25 21:30:03+00:00,19.2,78,15.3,19.6,,0.3,972.7,22,14
5232,2023-07-25 22:00:19+00:00,19.2,78,15.3,19.6,81.0,0.3,972.7,22,13
5231,2023-07-25 22:10:24+00:00,19.2,78,15.3,19.6,81.0,0.3,972.7,22,13
5230,2023-07-25 22:20:29+00:00,19.2,78,15.3,19.6,81.0,,972.7,22,13
5233,2023-07-25 21:40:08+00:00,19.2,78,15.3,19.6,81.0,,972.7,22,14
5244,2023-07-25 23:00:55+00:00,,85,15.4,17.9,100.0,1.2,973.2,22,13
5243,2023-07-25 22:34:17+00:00,18.0,85,15.4,17.9,100.0,1.2,973.2,22,15
5241,2023-07-25 22:50:50+00:00,18.0,85,15.4,17.9,100.0,1.2,973.2,22,13
5242,2023-07-25 22:47:17+00:00,18.0,85,15.4,17.9,,1.2,973.2,22,13
5239,2023-07-25 23:11:01+00:00,18.0,85,15.4,17.9,100.0,,973.2,22,13
5238,2023-07-25 23:21:07+00:00,,85,15.4,17.9,100.0,1.2,973.2,22,11
5237,2023-07-25 23:18:36+00:00,18.0,85,15.4,17.9,100.0,1.2,973.2,22,11
5240,2023-07-25 22:40:44+00:00,18.0,85,15.4,17.9,100.0,1.2,973.2,22,16
5249,2023-07-26 00:12:10+00:00,17.5,88,15.5,18.3,100.0,1.7,973.3,22,12
5245,2023-07-25 23:31:12+00:00,17.5,88,15.5,18.3,100.0,1.7,973.3,22,11
5246,2023-07-25 23:41:18+00:00,17.5,88,15.5,18.3,100.0,1.7,973.3,22,11
5247,2023-07-25 23:51:23+00:00,17.5,88,15.5,18.3,100.0,1.7,973.3,22,11
5248,2023-07-26 00:01:29+00:00,17.5,88,15.5,18.3,100.0,,973.3,22,11
5250,2023-07-26 00:23:33+00:00,17.5,88,15.5,18.3,100.0,1.7,973.3,22,14
5256,2023-07-26 00:31:49+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,14
5258,2023-07-26 00:52:04+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,16
5255,2023-07-26 00:44:25+00:00,17.4,85,14.8,18.2,,,973.8,22,16
5257,2023-07-26 00:44:16+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,15
5253,2023-07-26 01:02:13+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,20
5252,2023-07-26 01:29:09+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,21
5254,2023-07-26 01:22:23+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,20
5251,2023-07-26 01:12:18+00:00,17.4,85,14.8,18.2,100.0,1.1,973.8,22,20
5259,2023-07-26 02:11:55+00:00,16.6,83,13.7,17.5,100.0,0.6,972.7,22,22
5260,2023-07-26 02:01:51+00:00,16.6,83,13.7,17.5,100.0,0.6,972.7,22,22
5261,2023-07-26 02:22:00+00:00,16.6,83,13.7,17.5,100.0,0.6,972.7,22,22
5262,2023-07-26 01:41:41+00:00,16.6,83,13.7,17.5,100.0,0.6,972.7,22,22
5263,2023-07-26 01:32:38+00:00,,83,13.7,17.5,100.0,0.6,972.7,22,22
5264,2023-07-26 01:51:46+00:00,16.6,83,13.7,17.5,100.0,0.6,972.7,22,22
5269,2023-07-26 03:12:26+00:00,16.9,80,13.4,16.2,97.0,0.2,974.3,22,22
5268,2023-07-26 03:02:20+00:00,16.9,80,13.4,16.2,97.0,0.2,974.3,22,22
5270,2023-07-26 03:22:30+00:00,16.9,80,13.4,16.2,97.0,0.2,974.3,22,22
5266,2023-07-26 02:42:10+00:00,16.9,80,13.4,16.2,97.0,0.2,974.3,22,22
5265,2023-07-26 02:32:05+00:00,16.9,80,13.4,16.2,97.0,,974.3,22,22
5267,2023-07-26 02:52:15+00:00,16.9,80,13.4,16.2,97.0,0.2,974.3,22,22
5275,2023-07-26 03:42:41+00:00,16.4,83,13.5,15.9,93.0,0.7,974.1,22,22
5274,2023-07-26 03:52:45+00:00,16.4,83,13.5,15.9,93.0,0.7,974.1,22,21
5276,2023-07-26 04:02:50+00:00,16.4,83,13.5,15.9,93.0,0.7,974.1,22,21
5272,2023-07-26 04:12:55+00:00,16.4,83,13.5,15.9,,0.7,974.1,22,21
5271,2023-07-26 04:23:00+00:00,16.4,83,13.5,15.9,93.0,0.7,974.1,22,21
5273,2023-07-26 03:32:36+00:00,16.4,83,13.5,15.9,93.0,0.7,974.1,22,22
5277,2023-07-26 04:33:05+00:00,16.5,79,12.8,15.3,90.0,0.6,974.5,22,21
5278,2023-07-26 04:43:10+00:00,16.5,79,12.8,15.3,90.0,0.6,974.5,22,21
5279,2023-07-26 04:53:15+00:00,16.5,79,12.8,15.3,90.0,0.6,974.5,22,21
5280,2023-07-26 05:03:20+00:00,16.5,79,12.8,15.3,90.0,0.6,974.5,22,21
5281,2023-07-26 05:13:25+00:00,16.5,79,12.8,15.3,90.0,0.6,974.5,22,21
5282,2023-07-26 05:23:30+00:00,16.5,79,12.8,15.3,,0.6,974.5,22,21
5288,2023-07-26 05:43:40+00:00,15.9,79,12.3,14.9,93.0,,974.9,22,21
5289,2023-07-26 05:33:35+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,21
5287,2023-07-26 05:47:34+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,21
5290,2023-07-26 05:53:47+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,18
5285,2023-07-26 06:03:52+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,18
5284,2023-07-26 06:13:59+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,18
5283,2023-07-26 06:06:45+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,19
5286,2023-07-26 06:24:04+00:00,15.9,79,12.3,14.9,93.0,1.0,974.9,22,18
5296,2023-07-26 07:14:33+00:00,15.4,77,11.4,14.7,97.0,2.2,975.6,22,20
5295,2023-07-26 07:04:28+00:00,15.4,77,11.4,14.7,97.0,2.2,975.6,22,20
5294,2023-07-26 06:54:23+00:00,15.4,77,11.4,14.7,97.0,2.2,975.6,22,20
5297,2023-07-26 07:25:13+00:00,,77,11.4,14.7,97.0,2.2,975.6,22,19
5292,2023-07-26 06:39:05+00:00,15.4,77,11.4,14.7,97.0,2.2,975.6,22,19
5291,2023-07-26 06:34:10+00:00,15.4,77,11.4,14.7,97.0,2.2,975.6,22,19
5293,2023-07-26 06:44:46+00:00,15.4,77,11.4,14.7,97.0,,975.6,22,20
5298,2023-07-26 08:25:17+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,21
5299,2023-07-26 08:22:17+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,21
5300,2023-07-26 08:15:09+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,20
5301,2023-07-26 07:34:46+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,19
5302,2023-07-26 07:57:03+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,20
5303,2023-07-26 07:44:51+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,19
5304,2023-07-26 08:05:04+00:00,16.1,82,13.0,16.6,100.0,0.9,976.1,22,20
5311,2023-07-26 08:55:33+00:00,16.7,78,12.8,16.5,100.0,,976.4,22,20
5310,2023-07-26 08:35:22+00:00,16.7,78,12.8,16.5,100.0,0.4,976.4,22,21
5309,2023-07-26 08:45:28+00:00,16.7,78,12.8,16.5,100.0,0.4,976.4,22,20
5306,2023-07-26 09:15:44+00:00,16.7,78,12.8,16.5,100.0,,976.4,22,19
5307,2023-07-26 09:06:40+00:00,16.7,78,12.8,16.5,100.0,0.4,976.4,22,19
5305,2023-07-26 09:26:49+00:00,16.7,78,12.8,16.5,100.0,0.4,976.4,22,20
5308,2023-07-26 08:41:08+00:00,16.7,78,12.8,16.5,,,976.4,22,20
5321,2023-07-26 10:28:56+00:00,17.3,79,13.6,17.4,100.0,0.3,977.5,22,18
5320,2023-07-26 10:16:26+00:00,17.3,79,13.6,17.4,100.0,0.3,977.5,22,18
5319,2023-07-26 10:06:21+00:00,17.3,79,13.6,17.4,100.0,0.3,977.5,22,18
5318,2023-07-26 10:04:13+00:00,17.3,79,13.6,17.4,100.0,,977.5,22,18
5317,2023-07-26 09:58:54+00:00,,79,13.6,17.4,100.0,0.3,977.5,22,16
5315,2023-07-26 09:47:23+00:00,17.3,79,13.6,17.4,100.0,0.3,977.5,22,18
5314,2023-07-26 09:40:32+00:00,17.3,79,13.6,17.4,100.0,0.3,977.5,22,20
